ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
4.1.1.39	wildtype	Nicotiana tabacum	O=O	O2		0.42	s^(-1)
4.1.1.39	D263S	Rhodospirillum rubrum	C(=O)=O	CO2		0.46	s^(-1)
4.1.1.39	D263S	Rhodospirillum rubrum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		0.46	s^(-1)
4.1.1.39	wildtype	Zea mays	O=O	O2		0.49	s^(-1)
4.1.1.39	V330T	Thermococcus kodakarensis	C(=O)=O	CO2		0.53	s^(-1)
4.1.1.39	A375V	Synechococcus	C(=O)=O	CO2		0.6	s^(-1)
4.1.1.39	A375V	Synechococcus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		0.6	s^(-1)
4.1.1.39	wildtype	Nicotiana tabacum	C(=O)=O	CO2	A0A1C3HPR1	6.4	s^(-1)
4.1.1.39	T65A	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	0.67	s^(-1)
4.1.1.39	S363I/M295D	Archaeoglobus fulgidus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		0.7	s^(-1)
4.1.1.39	H298A	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	0.72	s^(-1)
4.1.1.39	wildtype	Cylindrotheca sp.	C(=O)=O	CO2		0.78	s^(-1)
4.1.1.39	wildtype	Methanococcoides burtonii	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.0	s^(-1)
4.1.1.39	D263A	Rhodospirillum rubrum	C(=O)=O	CO2		0.81	s^(-1)
4.1.1.39	D263A	Rhodospirillum rubrum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		0.81	s^(-1)
4.1.1.39	D263N	Rhodospirillum rubrum	C(=O)=O	CO2		0.82	s^(-1)
4.1.1.39	D263N	Rhodospirillum rubrum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		0.82	s^(-1)
4.1.1.39	wildtype	Olisthodiscus luteus	C(=O)=O	CO2		0.83	s^(-1)
4.1.1.39	wildtype	Triticum aestivum	O=O	O2		0.83	s^(-1)
4.1.1.39	D263E	Rhodospirillum rubrum	C(=O)=O	CO2		0.94	s^(-1)
4.1.1.39	D263E	Rhodospirillum rubrum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		0.94	s^(-1)
4.1.1.39	H44N	Rhodospirillum rubrum	O=O	O2		1.0	s^(-1)
4.1.1.39	wildtype	Acidovorax facilis	C(=O)=O	CO2		1.04	s^(-1)
4.1.1.39	D117H	Rhodospirillum rubrum	O=O	O2		1.1	s^(-1)
4.1.1.39	wildtype	Galdieria sulphuraria	C(=O)=O	CO2		1.2	s^(-1)
4.1.1.39	wildtype	Galdieria sulphuraria	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		1.2	s^(-1)
4.1.1.39	G404A	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	1.2	s^(-1)
4.1.1.39	H44Q	Rhodospirillum rubrum	O=O	O2		1.2	s^(-1)
4.1.1.39	wildtype	Euphorbia helioscopia	C(=O)=O	CO2	A0A1C3HPN6	3.6	s^(-1)
4.1.1.39	wildtype	Glycine max	C(=O)=O	CO2	A0A1C3HPQ3	4.1	s^(-1)
4.1.1.39	wildtype	Oryza glumipatula	C(=O)=O	CO2	A0A1C3HPQ8	3.7	s^(-1)
4.1.1.39	wildtype	Oryza longistaminata	C(=O)=O	CO2	A0A1C3HPS5	3.7	s^(-1)
4.1.1.39	wildtype	Tephrosia purpurea	C(=O)=O	CO2	A0A1C3HPU3	3.7	s^(-1)
4.1.1.39	D103E	Synechococcus sp.	C(C(C(C(=O)COP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]	D-ribulose-1,5-bisphosphate		1.3	s^(-1)
4.1.1.39	G176A	Synechococcus sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P00880 P04716	1.3	s^(-1)
4.1.1.39	wildtype	Cupriavidus necator	C(=O)=O	CO2		1.38	s^(-1)
4.1.1.39	wildtype	Oryza barthii x Oryza glaberrima	C(=O)=O	CO2		4.4	s^(-1)
4.1.1.39	wildtype	Oryza eichingeri	C(=O)=O	CO2	A0A1C3HPQ6	4.2	s^(-1)
4.1.1.39	wildtype	Oryza meridionalis	C(=O)=O	CO2	A0A1C3HPS1	4.2	s^(-1)
4.1.1.39	wildtype	Rhodospirillum rubrum	O=O	O2		1.4	s^(-1)
4.1.1.39	wildtype	Glycine canescens	C(=O)=O	CO2	A0A1C3HPP9	4.0	s^(-1)
4.1.1.39	wildtype	Manihot esculenta	C(=O)=O	CO2	A0A1C3HPQ9	4.5	s^(-1)
4.1.1.39	wildtype	Oryza glaberrima	C(=O)=O	CO2	A0A1C3HPR3	4.2	s^(-1)
4.1.1.39	wildtype	Oryza punctata	C(=O)=O	CO2	A0A1C3HPS0	4.8	s^(-1)
4.1.1.39	wildtype	Tephrosia rhodesica	C(=O)=O	CO2	A0A1C3HPT8	4.5	s^(-1)
4.1.1.39	D117V	Rhodospirillum rubrum	O=O	O2		1.5	s^(-1)
4.1.1.39	H327Q	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	1.53333333	s^(-1)
4.1.1.39	wildtype	Porphyridium purpureum	C(=O)=O	CO2		1.59	s^(-1)
4.1.1.39	wildtype	Agriophyllum squarrosum	C(=O)=O	CO2	A0A1C3HPL7	5.1	s^(-1)
4.1.1.39	wildtype	Bromus anomalus	C(=O)=O	CO2	A0A1C3HPM1	4.6	s^(-1)
4.1.1.39	wildtype	Citrullus lanatus	C(=O)=O	CO2	A0A1C3HPN1	4.0	s^(-1)
4.1.1.39	wildtype	Oryza sativa f. spontanea	C(=O)=O	CO2		4.2	s^(-1)
4.1.1.39	wildtype	Tephrosia candida	C(=O)=O	CO2	A0A1C3HPU0	4.2	s^(-1)
4.1.1.39	wildtype	Rhodospirillum rubrum	C(=O)=O	CO2		12.3	s^(-1)
4.1.1.39	wildtype	Desmodium intortum	C(=O)=O	CO2	A0A1C3HPN7	5.8	s^(-1)
4.1.1.39	wildtype	Oryza sativa Japonica Group	C(=O)=O	CO2		4.9	s^(-1)
4.1.1.39	wildtype	Phaseolus lunatus	C(=O)=O	CO2	A0A1C3HPT3	5.6	s^(-1)
4.1.1.39	wildtype	Pueraria montana	C(=O)=O	CO2	A0A1C3HPT5	4.9	s^(-1)
4.1.1.39	wildtype	Sphenostylis stenocarpa	C(=O)=O	CO2	A0A1C3HPT2	4.2	s^(-1)
4.1.1.39	wildtype	Calamagrostis stricta subsp. inexpansa	C(=O)=O	CO2		4.2	s^(-1)
4.1.1.39	wildtype	Citrullus ecirrhosus	C(=O)=O	CO2	A0A1C3HPM8	5.5	s^(-1)
4.1.1.39	wildtype	Elymus farctus	C(=O)=O	CO2	A0A1C3HPN9	4.5	s^(-1)
4.1.1.39	wildtype	Hordeum brachyantherum	C(=O)=O	CO2	A0A1C3HPQ0	5.1	s^(-1)
4.1.1.39	wildtype	Musa velutina	C(=O)=O	CO2	A0A1C3HPQ7	3.8	s^(-1)
4.1.1.39	wildtype	Oryza sativa Indica Group	C(=O)=O	CO2		4.5	s^(-1)
4.1.1.39	wildtype	Panicum amarum	C(=O)=O	CO2	A0A1C3HPS4	5.3	s^(-1)
4.1.1.39	wildtype	Triticum monococcum subsp. aegilopoides	C(=O)=O	CO2		6.3	s^(-1)
4.1.1.39	D103N	Synechococcus sp.	C(C(C(C(=O)COP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]	D-ribulose-1,5-bisphosphate		1.8	s^(-1)
4.1.1.39	wildtype	Thiobacillus denitrificans	C(=O)=O	CO2		3.5	s^(-1)
4.1.1.39	wildtype	Artemisia myriantha	C(=O)=O	CO2	A0A1C3HPM2	7.8	s^(-1)
4.1.1.39	wildtype	Desmodium cinereum	C(=O)=O	CO2	A0A1C3HPP3	4.6	s^(-1)
4.1.1.39	wildtype	Cylindrotheca fusiformis	C(=O)=O	CO2		1.95	s^(-1)
4.1.1.39	wildtype	Calamagrostis canescens	C(=O)=O	CO2	A0A1C3HPN2	5.2	s^(-1)
4.1.1.39	wildtype	Desmodium psilocarpum	C(=O)=O	CO2	A0A1C3HPP4	5.3	s^(-1)
4.1.1.39	wildtype	Flueggea suffruticosa	C(=O)=O	CO2	A0A1C3HPP8	4.7	s^(-1)
4.1.1.39	wildtype	Sideritis cretica subsp. spicata	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.0	s^(-1)
4.1.1.39	wildtype	Oryza sativa	C(=O)=O	CO2	A0A1C3HPR8	2.1	s^(-1)
4.1.1.39	wildtype	Amphicarpaea bracteata	C(=O)=O	CO2	A0A1C3HPM0	6.1	s^(-1)
4.1.1.39	wildtype	Calamagrostis nutkaensis	C(=O)=O	CO2	A0A1C3HPN0	4.5	s^(-1)
4.1.1.39	wildtype	Macrotyloma uniflorum	C(=O)=O	CO2	A0A1C3HPR0	7.2	s^(-1)
4.1.1.39	wildtype	Mercurialis annua	C(=O)=O	CO2	A0A1C3HPR2	4.6	s^(-1)
4.1.1.39	wildtype	Phaseolus vulgaris	C(=O)=O	CO2	A0A1C3HPS8	5.7	s^(-1)
4.1.1.39	wildtype	Lactuca sativa	C(=O)=O	CO2		2.2	s^(-1)
4.1.1.39	wildtype	Artemisia vulgaris	C(=O)=O	CO2	A0A1C3HPM3	7.4	s^(-1)
4.1.1.39	wildtype	Beta vulgaris	C(=O)=O	CO2	A0A1C3HPL8	5.9	s^(-1)
4.1.1.39	wildtype	Calamagrostis foliosa	C(=O)=O	CO2	A0A1C3HPN4	4.7	s^(-1)
4.1.1.39	wildtype	Hordeum murinum	C(=O)=O	CO2	A0A1C3HPQ4	6.0	s^(-1)
4.1.1.39	wildtype	Lepidium campestre	C(=O)=O	CO2	A0A1C3HPQ1	5.0	s^(-1)
4.1.1.39	wildtype	Panicum phragmitoides	C(=O)=O	CO2	A0A1C3HPS3	4.2	s^(-1)
4.1.1.39	wildtype	Puccinellia nuttalliana	C(=O)=O	CO2	A0A1C3HPS6	4.8	s^(-1)
4.1.1.39	T65S	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	2.2	s^(-1)
4.1.1.39	wildtype	Sorghum bicolor	C(=O)=O	CO2		5.4	s^(-1)
4.1.1.39	wildtype	Erythrina flabelliformis	C(=O)=O	CO2	A0A1C3HPP1	5.9	s^(-1)
4.1.1.39	wildtype	Platycerium superbum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.3	s^(-1)
4.1.1.39	wildtype	Hordeum vulgare	C(=O)=O	CO2		2.4	s^(-1)
4.1.1.39	wildtype	Agrostis scabra	C(=O)=O	CO2	A0A1C3HPM5	5.0	s^(-1)
4.1.1.39	wildtype	Blitum petiolare	C(=O)=O	CO2	A0A1C3HPM9	6.0	s^(-1)
4.1.1.39	wildtype	Panicum dichotomiflorum	C(=O)=O	CO2		6.1	s^(-1)
4.1.1.39	F342V/D103V	Synechococcus sp.	C(C(C(C(=O)COP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]	D-ribulose-1,5-bisphosphate		2.4	s^(-1)
4.1.1.39	wildtype	Limonium virgatum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.4	s^(-1)
4.1.1.39	wildtype	Nymphaea alba	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.4	s^(-1)
4.1.1.39	wildtype	Flaveria pringlei	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.48	s^(-1)
4.1.1.39	wildtype	Triticum aestivum	C(=O)=O	CO2	A0A1C3HPU2	6.9	s^(-1)
4.1.1.39	wildtype	Euphorbia microsphaera	C(=O)=O	CO2	A0A1C3HPP0	6.2	s^(-1)
4.1.1.39	wildtype	Eucalyptus neglecta	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.5	s^(-1)
4.1.1.39	wildtype	Limonium gibertii	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.5	s^(-1)
4.1.1.39	wildtype	Triticum aestivum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		5.5	s^(-1)
4.1.1.39	wildtype	Griffithsia monilis	C(=O)=O	CO2		2.6	s^(-1)
4.1.1.39	wildtype	Chenopodiastrum murale	C(=O)=O	CO2	A0A1C3HPN5	5.4	s^(-1)
4.1.1.39	wildtype	Lablab purpureus	C(=O)=O	CO2	A0A1C3HPP6	6.5	s^(-1)
4.1.1.39	wildtype	Oxybasis rubra	C(=O)=O	CO2	A0A1C3HPN3	5.6	s^(-1)
4.1.1.39	wildtype	Phaseolus carteri	C(=O)=O	CO2	A0A1C3HPS2	5.3	s^(-1)
4.1.1.39	wildtype	Phaseolus coccineus	C(=O)=O	CO2	A0A1C3HPT4	5.7	s^(-1)
4.1.1.39	wildtype	Griffithsia monilis	C(C(C(C(=O)COP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]	D-ribulose-1,5-bisphosphate		2.6	s^(-1)
4.1.1.39	wildtype	Griffithsia monilis	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.6	s^(-1)
4.1.1.39	wildtype	Limonium stenophyllum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.6	s^(-1)
4.1.1.39	wildtype	Marchantia polymorpha	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.6	s^(-1)
4.1.1.39	wildtype	Thermosynechococcus elongatus	C(=O)=O	CO2		2.65	s^(-1)
4.1.1.39	wildtype	Calamagrostis arundinacea	C(=O)=O	CO2	A0A1C3HPL9	4.7	s^(-1)
4.1.1.39	wildtype	Foeniculum vulgare	C(=O)=O	CO2	A0A1C3HPQ2	7.3	s^(-1)
4.1.1.39	wildtype	Limonium latibracteatum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.7	s^(-1)
4.1.1.39	wildtype	Metasequoia glyptostroboides	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.7	s^(-1)
4.1.1.39	wildtype	Pallenis maritima	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.7	s^(-1)
4.1.1.39	wildtype	Teucrium heterophyllum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.7	s^(-1)
4.1.1.39	wildtype	Flaveria angustifolia	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.77	s^(-1)
4.1.1.39	wildtype	Deschampsia danthonioides	C(=O)=O	CO2	A0A1C3HPP5	6.2	s^(-1)
4.1.1.39	wildtype	Puccinellia distans	C(=O)=O	CO2	A0A1C3HPS9	8.1	s^(-1)
4.1.1.39	wildtype	Trachycarpus fortunei	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.8	s^(-1)
4.1.1.39	wildtype	Flaveria floridana	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.86	s^(-1)
4.1.1.39	wildtype	Lolium rigidum	C(=O)=O	CO2	A0A1C3HPR5	7.0	s^(-1)
4.1.1.39	K305A	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	2.95	s^(-1)
4.1.1.39	wildtype	Flaveria cronquistii	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		2.95	s^(-1)
4.1.1.39	R134A	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	2.97	s^(-1)
4.1.1.39	K122R	Rhodospirillum rubrum	C(=O)=O	CO2		3.0	s^(-1)
4.1.1.39	wildtype	Chrysanthellum indicum	C(=O)=O	CO2	A0A1C3HPM6	7.0	s^(-1)
4.1.1.39	wildtype	Lolium multiflorum	C(=O)=O	CO2	A0A1C3HPP7	6.9	s^(-1)
4.1.1.39	wildtype	Poa palustris	C(=O)=O	CO2	A0A1C3HPT1	6.6	s^(-1)
4.1.1.39	K122R	Rhodospirillum rubrum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.0	s^(-1)
4.1.1.39	wildtype	Atrichum undulatum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.0	s^(-1)
4.1.1.39	wildtype	Dactylis glomerata	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.4	s^(-1)
4.1.1.39	H310D/K305E	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	3.08	s^(-1)
4.1.1.39	A375V/D103V	Synechococcus	C(=O)=O	CO2		3.1	s^(-1)
4.1.1.39	A375V/D103V	Synechococcus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.1	s^(-1)
4.1.1.39	wildtype	Cycas panzhihuaensis	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.1	s^(-1)
4.1.1.39	wildtype	Eucalyptus moorei	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.2	s^(-1)
4.1.1.39	wildtype	Nicotiana tabacum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.4	s^(-1)
4.1.1.39	wildtype	Flaveria trinervia	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.28	s^(-1)
4.1.1.39	wildtype	Festuca gigantea	C(=O)=O	CO2	A0A1C3HPN8	8.4	s^(-1)
4.1.1.39	wildtype	Drosera venusta	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.3	s^(-1)
4.1.1.39	wildtype	Phaeodactylum tricornutum	C(=O)=O	CO2		3.4	s^(-1)
4.1.1.39	wildtype	Puccinellia lemmonii	C(=O)=O	CO2	A0A1C3HPS7	7.4	s^(-1)
4.1.1.39	wildtype	Puccinellia maritima	C(=O)=O	CO2	A0A1C3HPT0	7.8	s^(-1)
4.1.1.39	wildtype	Phaeodactylum tricornutum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.4	s^(-1)
4.1.1.39	wildtype	Agave victoriae-reginae	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.4	s^(-1)
4.1.1.39	wildtype	Crithmum maritimum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.4	s^(-1)
4.1.1.39	wildtype	Flaveria bidentis	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.42	s^(-1)
4.1.1.39	wildtype	Agrostis stolonifera	C(=O)=O	CO2	A0A1C3HPL6	7.8	s^(-1)
4.1.1.39	wildtype	Festuca pratensis	C(=O)=O	CO2	A0A1C3HPQ5	8.7	s^(-1)
4.1.1.39	wildtype	Synechococcus sp.	C(C(C(C(=O)COP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]	D-ribulose-1,5-bisphosphate		3.5	s^(-1)
4.1.1.39	wildtype	Synechococcus sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P00880 P04716	13.9	s^(-1)
4.1.1.39	wildtype	Ceratophyllum demersum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.5	s^(-1)
4.1.1.39	wildtype	Iris douglasiana	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.5	s^(-1)
4.1.1.39	wildtype	Carpobrotus edulis	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		3.6	s^(-1)
4.1.1.39	wildtype	Spinacia oleracea	C(=O)=O	CO2		3.7	s^(-1)
4.1.1.39	wildtype	Synechococcus sp.	C(=O)=O	CO2	P00880 P04716	13.9	s^(-1)
4.1.1.39	wildtype	Amaranthus hybridus	C(=O)=O	CO2		3.8	s^(-1)
4.1.1.39	wildtype	Arctagrostis latifolia	C(=O)=O	CO2	A0A1C3HPM4	8.7	s^(-1)
4.1.1.39	wildtype	Eragrostis tef	C(=O)=O	CO2	A0A1C3HPP2	12.2	s^(-1)
4.1.1.39	wildtype	Pteridium aquilinum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.0	s^(-1)
4.1.1.39	wildtype	Zea mays	C(=O)=O	CO2		4.7	s^(-1)
4.1.1.39	wildtype	Arabidopsis thaliana	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.1	s^(-1)
4.1.1.39	wildtype	Rhodospirillum rubrum	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		7.3	s^(-1)
4.1.1.39	S363V/M295D	Archaeoglobus fulgidus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.3	s^(-1)
4.1.1.39	wildtype	Sarracenia flava	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.4	s^(-1)
4.1.1.39	wildtype	Echeveria elegans	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.5	s^(-1)
4.1.1.39	wildtype	Drosera capensis	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.7	s^(-1)
4.1.1.39	D103V	Synechococcus	C(=O)=O	CO2		4.9	s^(-1)
4.1.1.39	D103V	Synechococcus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		4.9	s^(-1)
4.1.1.39	wildtype	Chlamydomonas reinhardtii	C(=O)=O	CO2		5.8	s^(-1)
4.1.1.39	wildtype	Allochromatium vinosum	C(=O)=O	CO2		6.7	s^(-1)
4.1.1.39	D117V	Rhodospirillum rubrum	C(=O)=O	CO2		7.4	s^(-1)
4.1.1.39	D117H	Rhodospirillum rubrum	C(=O)=O	CO2		7.5	s^(-1)
4.1.1.39	H310A	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	9.0	s^(-1)
4.1.1.39	wildtype	Synechocystis sp.	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate	P54205 P54206	14.28	s^(-1)
4.1.1.39	H44Q	Rhodospirillum rubrum	C(=O)=O	CO2		9.3	s^(-1)
4.1.1.39	S363I	Archaeoglobus fulgidus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		9.5	s^(-1)
4.1.1.39	H44N	Rhodospirillum rubrum	C(=O)=O	CO2		9.8	s^(-1)
4.1.1.39	S363V	Archaeoglobus fulgidus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		12.4	s^(-1)
4.1.1.39	wildtype	Thermococcus kodakarensis	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		16.6	s^(-1)
4.1.1.39	M295D	Archaeoglobus fulgidus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		17.7	s^(-1)
4.1.1.39	wildtype	Archaeoglobus fulgidus	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O	D-Ribulose 1,5-bisphosphate		23.1	s^(-1)
3.6.1.13	E82Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.000939	s^(-1)
3.6.1.13	E86Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.00153	s^(-1)
3.6.1.13	E112Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.0019	s^(-1)
3.6.1.13	R43A	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.003	s^(-1)
3.6.1.13	E116Q	Homo sapiens	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q9UKK9	0.0069	s^(-1)
3.6.1.13	R43A	Homo sapiens	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O	CDP-choline	W0NWJ0	0.025	s^(-1)
3.6.1.13	R81Q	Thermus thermophilus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N	ADPribose	Q5SKW5	0.035	s^(-1)
